id,code,name,supplier,image_path,image_count,has_y_source,y_file_count,y_paths,review_status
1734,IW6604,Gạch 600x600mm Mờ,DCL,https://sbphnbtbetilifomsysa.supabase.co/storage/v1/object/public/crm-images/crm/fdee266df992e622ed77574e40019a32a2441edc67f287dc4196476788c61a75.webp,1,no,0,,
1735,IW6605,Gạch 600x600mm Mờ,DCL,https://sbphnbtbetilifomsysa.supabase.co/storage/v1/object/public/crm-images/crm/f2b37652c88a8958351be745b71e008af93518f91d24dc204ceab6c75ee04163.webp,1,no,0,,
1736,IW6606,Gạch 600x600mm Mờ,DCL,https://sbphnbtbetilifomsysa.supabase.co/storage/v1/object/public/crm-images/crm/cb2fbdb3cfc4cecd9173b032dd808c069350dfcb74ae1b7b1b1fc8383ddf7c03.webp,1,no,0,,
1737,IW6607,Gạch 600x600mm Mờ,DCL,https://sbphnbtbetilifomsysa.supabase.co/storage/v1/object/public/crm-images/crm/9fcd6c4eaa8f7e636c5b8d7f94421ddff245517f773f52f42199d46076d46e7c.webp,1,no,0,,
1738,IW6608,Gạch 600x600mm Mờ,DCL,https://sbphnbtbetilifomsysa.supabase.co/storage/v1/object/public/crm-images/crm/571398cdda91c56bb6b8d972aeb09afdf607e59ff4722596fadcbd56fcfdd751.webp,1,no,0,,
1739,IW6609,Gạch 600x600mm Mờ,DCL,https://sbphnbtbetilifomsysa.supabase.co/storage/v1/object/public/crm-images/crm/fe4a65161f0917a1a07972e807ffc2120242e1e60a4dcd9133818c5192c08c34.webp,1,no,0,,
1740,IW6610,Gạch 600x600mm Mờ,DCL,https://sbphnbtbetilifomsysa.supabase.co/storage/v1/object/public/crm-images/crm/349e656e1e8de85f7a15ef91c424575e62faf7ce1faff49f2cee67252cb0c80d.webp,1,no,0,,
1780,IZA15901,Gạch 150x900mm Mờ,Kim Hương,https://sbphnbtbetilifomsysa.supabase.co/storage/v1/object/public/crm-images/crm/fb3c1f5a225eb3e955d46a6fa386b16bf291fc6668ab7db6ca67453df52d6671.webp,1,no,0,,
1781,IZA15902,Gạch 150x900mm Mờ,Kim Hương,https://sbphnbtbetilifomsysa.supabase.co/storage/v1/object/public/crm-images/crm/1f643ca768d6750ccb175c052d41f37f20425b0882c4b6a2ddbea969f9d59096.webp,1,no,0,,
1782,IZA15903,Gạch 150x900mm Mờ,Kim Hương,https://sbphnbtbetilifomsysa.supabase.co/storage/v1/object/public/crm-images/crm/efd819009c687987f309d62fd4570d6b78f81a209eb034ec3b46de77f18dc0af.webp,1,no,0,,
1783,IZA15904,Gạch 150x900mm Mờ,Kim Hương,https://sbphnbtbetilifomsysa.supabase.co/storage/v1/object/public/crm-images/crm/3ae8ebc8b78ed179680b7f664bbb89801967c829a41681679d648a9925f9c4f8.webp,1,no,0,,
1784,IZA15905,Gạch 150x900mm Mờ,Kim Hương,https://sbphnbtbetilifomsysa.supabase.co/storage/v1/object/public/crm-images/crm/4c20ec4148b473b1afcf2b347442409689d8e2b727da290463d4dd4d645ef6c4.webp,1,no,0,,
1785,IZA15906,Gạch 150x900mm Mờ,Kim Hương,https://sbphnbtbetilifomsysa.supabase.co/storage/v1/object/public/crm-images/crm/3a6e0162f41b4f371ef311558dff700791fac82eb7d58dfc50d757c69de84bd7.webp,1,no,0,,
1786,IZA15907,Gạch 150x900mm Mờ,Kim Hương,https://sbphnbtbetilifomsysa.supabase.co/storage/v1/object/public/crm-images/crm/9b8ddd20c997670307c7e5bc618d5c2252d4bfb15d703172e7838cbae1b7b263.webp,1,no,0,,
1787,IZA15908,Gạch 150x900mm Mờ,Kim Hương,https://sbphnbtbetilifomsysa.supabase.co/storage/v1/object/public/crm-images/crm/c63d790f4dcc5c154af37ccb9c1b831c5871208faf2e147509af42f7ed6b2cee.webp,1,no,0,,
1788,IZA15909,Gạch 150x900mm Mờ,Kim Hương,https://sbphnbtbetilifomsysa.supabase.co/storage/v1/object/public/crm-images/crm/28aba80b43b56b9e2d06a7cec55331d123a095d6edf28106ea4050312de10c4d.webp,1,no,0,,
1789,IZA15910,Gạch 150x900mm Mờ,Kim Hương,https://sbphnbtbetilifomsysa.supabase.co/storage/v1/object/public/crm-images/crm/d3a53fec81753c813444bc505debc97443f8ec6a78916376e59a420940e40d0c.webp,1,no,0,,
1790,IZA15911,Gạch 150x900mm Mờ,Kim Hương,https://sbphnbtbetilifomsysa.supabase.co/storage/v1/object/public/crm-images/crm/ee3bbf281a15ee63b5e1f863d86a016355fa2c22e931e97658e44c07329fe63b.webp,1,no,0,,
1791,IZA3601,Gạch 300x600mm Mờ,Kim Hương,https://sbphnbtbetilifomsysa.supabase.co/storage/v1/object/public/crm-images/crm/f75503f90fbdc6af83497053ded377a033b781862d803113dfbfe9683b76797f.webp,1,yes,2,Gạch Kim Hương\IZA3601.png || Gạch Kim Hương\Kích thước nhỏ\IZA3601.jpeg,
1792,IZA3602,Gạch 300x600mm Mờ,Kim Hương,https://sbphnbtbetilifomsysa.supabase.co/storage/v1/object/public/crm-images/crm/e0b0000b728e4b56877438edac841fbf20b9c6f95c6db9c795f6100d540f9ec8.webp,1,yes,2,Gạch Kim Hương\IZA3602.png || Gạch Kim Hương\Kích thước nhỏ\IZA3602.jpeg,
1793,IZA3603,Gạch 300x600mm Mờ,Kim Hương,https://sbphnbtbetilifomsysa.supabase.co/storage/v1/object/public/crm-images/crm/3c2fd11e8540c27fc58ff7d7772fca6a10c2459637d862987ba9526871952858.webp,1,yes,2,Gạch Kim Hương\IZA3603.png || Gạch Kim Hương\Kích thước nhỏ\IZA3603.jpeg,
1794,IZA3604,Gạch 300x600mm Mờ,Kim Hương,https://sbphnbtbetilifomsysa.supabase.co/storage/v1/object/public/crm-images/crm/a02d31d1c67a8a7c7789b18c456e5a1b6607677546a234bf485e854e15e7b025.webp,1,yes,2,Gạch Kim Hương\IZA3604.png || Gạch Kim Hương\Kích thước nhỏ\IZA3604.jpeg,
1795,IZA3605,Gạch 300x600mm Mờ,Kim Hương,https://sbphnbtbetilifomsysa.supabase.co/storage/v1/object/public/crm-images/crm/7614e6da8b50a5ecf8534706d5a57bc0e6c8eb04f886120a16b4cfea3f3df717.webp,1,yes,2,Gạch Kim Hương\IZA3605.png || Gạch Kim Hương\Kích thước nhỏ\IZA3605.jpeg,
1796,IZA3606,Gạch 300x600mm Mờ,Kim Hương,https://sbphnbtbetilifomsysa.supabase.co/storage/v1/object/public/crm-images/crm/6d6cd6a8cba6a4ced6871c6f4ed01d0dc495fe414edbe0393f3df3c153dcb9a3.webp,1,yes,2,Gạch Kim Hương\IZA3606.png || Gạch Kim Hương\Kích thước nhỏ\IZA3606.jpeg,
1797,IZA3607,Gạch 300x600mm Mờ,Kim Hương,https://sbphnbtbetilifomsysa.supabase.co/storage/v1/object/public/crm-images/crm/45933208fd0deb178047b7f14f4657bb0646ef19be268aa1042fa31ae5a625c0.webp,1,yes,2,Gạch Kim Hương\IZA3607.png || Gạch Kim Hương\Kích thước nhỏ\IZA3607.jpeg,
1798,IZA3608,Gạch 300x600mm Mờ,Kim Hương,https://sbphnbtbetilifomsysa.supabase.co/storage/v1/object/public/crm-images/crm/2996f8d4c4a3a0320f268de76f71a6e3bb22e9089c9c84dea88f384f54f5500d.webp,1,yes,2,Gạch Kim Hương\IZA3608.png || Gạch Kim Hương\Kích thước nhỏ\IZA3608.jpeg,
1799,IZA3609,Gạch 300x600mm Mờ,Kim Hương,https://sbphnbtbetilifomsysa.supabase.co/storage/v1/object/public/crm-images/crm/d5b777b4f6e1e7952ddbb40069a18cee56d2777d48ba3b16802d49794ee45f68.webp,3,yes,6,gạch ốp lát - tháng 10\IZA3609 (1).jpg || gạch ốp lát - tháng 10\IZA3609 (2).jpg || gạch ốp lát - tháng 10\IZA3609.jpg || Gạch Kim Hương\IZA3609 (1).jpg || Gạch Kim Hương\IZA3609 (2).jpg || Gạch Kim Hương\IZA3609.jpg,
1800,IZA3610,Gạch 300x600mm Mờ,Kim Hương,https://sbphnbtbetilifomsysa.supabase.co/storage/v1/object/public/crm-images/crm/4bb4408920d30e24ce71a506eb5eb1e62c080af7d7b257999656100870c1456f.webp,4,yes,8,gạch ốp lát - tháng 10\IZA3610 (1).jpg || gạch ốp lát - tháng 10\IZA3610 (2).jpg || gạch ốp lát - tháng 10\IZA3610 (3).jpg || gạch ốp lát - tháng 10\IZA3610.jpg || Gạch Kim Hương\IZA3610 (1).jpg || Gạch Kim Hương\IZA3610 (2).jpg || Gạch Kim Hương\IZA3610 (3).jpg || Gạch Kim Hương\IZA3610.jpg,
1801,IZA3611,Gạch 300x600mm Mờ,Kim Hương,https://sbphnbtbetilifomsysa.supabase.co/storage/v1/object/public/crm-images/crm/c503a62da99c20d805f3a2c4d6346d9e7092360165c6e1339a7ff3547a83eaae.webp,4,yes,8,gạch ốp lát - tháng 10\IZA3611 (1).jpg || gạch ốp lát - tháng 10\IZA3611 (2).jpg || gạch ốp lát - tháng 10\IZA3611 (3).jpg || gạch ốp lát - tháng 10\IZA3611 (4).jpg || Gạch Kim Hương\IZA3611 (1).jpg || Gạch Kim Hương\IZA3611 (2).jpg || Gạch Kim Hương\IZA3611 (3).jpg || Gạch Kim Hương\IZA3611 (4).jpg,
1802,IZA3612,Gạch 300x600mm Mờ,Kim Hương,https://sbphnbtbetilifomsysa.supabase.co/storage/v1/object/public/crm-images/crm/ffddeee23960e5d47bd61ebb120d1d127bf4c815fd559606a918db3e3bef277a.webp,4,yes,8,gạch ốp lát - tháng 10\IZA3612 (1).jpg || gạch ốp lát - tháng 10\IZA3612 (2).jpg || gạch ốp lát - tháng 10\IZA3612 (3).jpg || gạch ốp lát - tháng 10\IZA3612.jpg || Gạch Kim Hương\IZA3612 (1).jpg || Gạch Kim Hương\IZA3612 (2).jpg || Gạch Kim Hương\IZA3612 (3).jpg || Gạch Kim Hương\IZA3612.jpg,
1803,IZA3613,Gạch 300x600mm Mờ,Kim Hương,https://sbphnbtbetilifomsysa.supabase.co/storage/v1/object/public/crm-images/crm/40bfad1224bc88692bf9ee3bc18f93ee8234550ec077c730a79647a99ed3bce0.webp,4,yes,8,gạch ốp lát - tháng 10\IZA3613 (1).jpg || gạch ốp lát - tháng 10\IZA3613 (2).jpg || gạch ốp lát - tháng 10\IZA3613 (3).jpg || gạch ốp lát - tháng 10\IZA3613.jpg || Gạch Kim Hương\IZA3613 (1).jpg || Gạch Kim Hương\IZA3613 (2).jpg || Gạch Kim Hương\IZA3613 (3).jpg || Gạch Kim Hương\IZA3613.jpg,
1804,IZA3614,Gạch 300x600mm Mờ,Kim Hương,https://sbphnbtbetilifomsysa.supabase.co/storage/v1/object/public/crm-images/crm/ea5a87b8bb8ee5933a781d99100cc2e11fd0d0d5041ecb4e6aa69ea58bb1a812.webp,4,yes,8,gạch ốp lát - tháng 10\IZA3614 (1).jpg || gạch ốp lát - tháng 10\IZA3614 (2).jpg || gạch ốp lát - tháng 10\IZA3614 (3).jpg || gạch ốp lát - tháng 10\IZA3614.jpg || Gạch Kim Hương\IZA3614 (1).jpg || Gạch Kim Hương\IZA3614 (2).jpg || Gạch Kim Hương\IZA3614 (3).jpg || Gạch Kim Hương\IZA3614.jpg,
1805,IZA6610,Gạch 600x600mm Mờ,Kim Hương,https://sbphnbtbetilifomsysa.supabase.co/storage/v1/object/public/crm-images/crm/8ef38660b4379089ecda4a74a3f750261970d071b315d7353bf2fc98f357b3b7.webp,1,yes,2,Gạch Kim Hương\IZA6610.png || Gạch Kim Hương\Kích thước nhỏ\IZA6610.jpeg,
1806,IZA6611,Gạch 600x600mm Mờ,Kim Hương,https://sbphnbtbetilifomsysa.supabase.co/storage/v1/object/public/crm-images/crm/9e4fadc0c06d4b6947e06dbaf3c8a852ca35eeebbfb7301f3034cc5c607468df.webp,1,yes,2,Gạch Kim Hương\IZA6611.png || Gạch Kim Hương\Kích thước nhỏ\IZA6611.jpeg,
1807,IZA6612,Gạch 600x600mm Mờ,Kim Hương,https://sbphnbtbetilifomsysa.supabase.co/storage/v1/object/public/crm-images/crm/454a2d7a647ea28aa0d934baf8ea2e4cbb70a95cab1da1eecd6a591c947d112a.webp,1,yes,2,Gạch Kim Hương\IZA6612.png || Gạch Kim Hương\Kích thước nhỏ\IZA6612.jpeg,
1808,IZA6613,Gạch 600x600mm Mờ,Kim Hương,https://sbphnbtbetilifomsysa.supabase.co/storage/v1/object/public/crm-images/crm/3486459d3b53466288637fbf0f38b1dfec8d4aff815b9aff26708f276fa48fe3.webp,1,yes,2,Gạch Kim Hương\IZA6613.png || Gạch Kim Hương\Kích thước nhỏ\IZA6613.jpeg,
1809,IZA6614,Gạch 600x600mm Mờ,Kim Hương,https://sbphnbtbetilifomsysa.supabase.co/storage/v1/object/public/crm-images/crm/16ee526945e96877f50d43b97c435b2d323f73fcb5d9fc13a9daf8fddf684726.webp,1,yes,3,Gạch Kim Hương\IZA6614 (4).jpg || Gạch Kim Hương\IZA6614.png || Gạch Kim Hương\Kích thước nhỏ\IZA6614.jpeg,
1810,IZA6615,Gạch 600x600mm Mờ,Kim Hương,https://sbphnbtbetilifomsysa.supabase.co/storage/v1/object/public/crm-images/crm/492702ff430a7ef1a1d1ca25e0b8c5beb00591bd3dee5b019d45ea30c085badf.webp,1,yes,2,Gạch Kim Hương\IZA6615.png || Gạch Kim Hương\Kích thước nhỏ\IZA6615.jpeg,
1811,IZA6616,Gạch 600x600mm Mờ,Kim Hương,https://sbphnbtbetilifomsysa.supabase.co/storage/v1/object/public/crm-images/crm/ac1177e30c1486499944bc1f7fdce84f7df89ddf40d668b9b5385c9ddc9db897.webp,1,yes,2,Gạch Kim Hương\IZA6616.png || Gạch Kim Hương\Kích thước nhỏ\IZA6616.jpeg,
1812,IZA6617,Gạch 600x600mm Mờ,Kim Hương,https://sbphnbtbetilifomsysa.supabase.co/storage/v1/object/public/crm-images/crm/35c11569f399bd9d382693e46523b0d891d04be517f037329ab99b0be7e92ba0.webp,1,yes,2,Gạch Kim Hương\IZA6617.png || Gạch Kim Hương\Kích thước nhỏ\IZA6617.jpeg,
1814,IZA6619,Gạch 600x600mm Mờ,Kim Hương,https://sbphnbtbetilifomsysa.supabase.co/storage/v1/object/public/crm-images/crm/4e795c2a753471f2d3e16af3f9e762536ab5895c557ba85e91de31def420db9a.webp,4,yes,10,gạch ốp lát - tháng 10\IZA6619 (1).jpg || gạch ốp lát - tháng 10\IZA6619 (2).jpg || gạch ốp lát - tháng 10\IZA6619 (3).jpg || gạch ốp lát - tháng 10\IZA6619 (4).jpg || Gạch Kim Hương\IZA6619 (1).jpg || Gạch Kim Hương\IZA6619 (2).jpg || Gạch Kim Hương\IZA6619 (3).jpg || Gạch Kim Hương\IZA6619 (4).jpg || Gạch Vinagres\2. IZA6619 (1).jpg || Gạch Tesoro\2. IZA6619 (1).jpg,
1815,IZA6620,Gạch 600x600mm Mờ,Kim Hương,https://sbphnbtbetilifomsysa.supabase.co/storage/v1/object/public/crm-images/crm/8c3fbc9528abefdc4d26701b20f9ecc82ce41bfd8d3bed34730052bff57ae330.webp,3,yes,6,gạch ốp lát - tháng 10\IZA6620 (1).jpg || gạch ốp lát - tháng 10\IZA6620 (2).jpg || gạch ốp lát - tháng 10\IZA6620 (3).jpg || Gạch Kim Hương\IZA6620 (1).jpg || Gạch Kim Hương\IZA6620 (2).jpg || Gạch Kim Hương\IZA6620 (3).jpg,
1816,IZA6621,Gạch 600x600mm Mờ,Kim Hương,https://sbphnbtbetilifomsysa.supabase.co/storage/v1/object/public/crm-images/crm/49ef3434e7339da2f193dcaa0fdc79a334527048c4a80636f054665ef377ce5c.webp,3,yes,6,gạch ốp lát - tháng 10\IZA6621 (1).jpg || gạch ốp lát - tháng 10\IZA6621 (2).jpg || gạch ốp lát - tháng 10\IZA6621 (3).jpg || Gạch Kim Hương\IZA6621 (1).jpg || Gạch Kim Hương\IZA6621 (2).jpg || Gạch Kim Hương\IZA6621 (3).jpg,
1817,IZA6622,Gạch 600x600mm Mờ,Kim Hương,https://sbphnbtbetilifomsysa.supabase.co/storage/v1/object/public/crm-images/crm/6e084592a8720118b9638f33cf02e148e55a4f72fecb31e8080003b4a7dad813.webp,4,yes,8,gạch ốp lát - tháng 10\IZA6622 (1).jpg || gạch ốp lát - tháng 10\IZA6622 (2).jpg || gạch ốp lát - tháng 10\IZA6622 (3).jpg || gạch ốp lát - tháng 10\IZA6622 (4).jpg || Gạch Kim Hương\IZA6622 (1).jpg || Gạch Kim Hương\IZA6622 (2).jpg || Gạch Kim Hương\IZA6622 (3).jpg || Gạch Kim Hương\IZA6622 (4).jpg,
1818,IZA6623,Gạch 600x600mm Mờ,Kim Hương,https://sbphnbtbetilifomsysa.supabase.co/storage/v1/object/public/crm-images/crm/f474cca30d2eca3df871ccf4b2c50858f79ca3868de2f59ba39c003329bb3450.webp,4,yes,10,gạch ốp lát - tháng 10\IZA6623 (1).jpg || gạch ốp lát - tháng 10\IZA6623 (2).jpg || gạch ốp lát - tháng 10\IZA6623 (3).jpg || gạch ốp lát - tháng 10\IZA6623 (4).jpg || gạch ốp lát - tháng 10\IZA6623 (5).jpg || Gạch Kim Hương\IZA6623 (1).jpg || Gạch Kim Hương\IZA6623 (2).jpg || Gạch Kim Hương\IZA6623 (3).jpg || Gạch Kim Hương\IZA6623 (4).jpg || Gạch Kim Hương\IZA6623 (5).jpg,
509,MF36Y00C,Gạch 300X600 Giả Thẻ Trắng Hiệu Ứng,Innomat,https://sbphnbtbetilifomsysa.supabase.co/storage/v1/object/public/crm-images/crm/3d17256c19da5f33a3d0564967eaf9d3a270ee422298007b1c7cdb0840670d3d.webp,2,yes,2,GẠCH 30X60\Bộ Mars  400x800mm & 300x600 (16 mẫu)\300x600\MF36Y00C_300x600.jpg || GẠCH 30X60\Bộ Mars  400x800mm & 300x600 (16 mẫu)\300x600\Ghep Dai _ Vuong\MF36Y00C-F.jpg,
510,MF36Y00F,Gạch 300X600 Giả Thẻ Trắng Vuông Hiệu Ứng,Innomat,https://sbphnbtbetilifomsysa.supabase.co/storage/v1/object/public/crm-images/crm/bdbd8da45a5db1ffca042852fd9397b99c237c6a9bd579adee84edcfcfd2601d.webp,1,yes,1,GẠCH 30X60\Bộ Mars  400x800mm & 300x600 (16 mẫu)\300x600\MF36Y00F_300x600.jpg,
511,MF36Y01C,Gạch 300X600 Giả Thẻ Kem Hiệu Ứng,Innomat,https://sbphnbtbetilifomsysa.supabase.co/storage/v1/object/public/crm-images/crm/b8f525b9e128696a412950c4aed9b4def1afc661effdf74c6e94f1e454b4c62d.webp,2,yes,2,GẠCH 30X60\Bộ Mars  400x800mm & 300x600 (16 mẫu)\300x600\MF36Y01C_300x600.jpg || GẠCH 30X60\Bộ Mars  400x800mm & 300x600 (16 mẫu)\300x600\Ghep Dai _ Vuong\MF36Y01C-F.jpg,
512,MF36Y01F,Gạch 300X600 Giả Thẻ Kem Vuông Hiệu Ứng,Innomat,https://sbphnbtbetilifomsysa.supabase.co/storage/v1/object/public/crm-images/crm/c123bd60df643024fe0a00be4b9c0df7be0207b83f665a954f75d34925926bac.webp,1,yes,1,GẠCH 30X60\Bộ Mars  400x800mm & 300x600 (16 mẫu)\300x600\MF36Y01F_300x600.jpg,
513,MF36Y02C,Gạch 300X600 Giả Thẻ Xám Nhạt Hiệu Ứng,Innomat,https://sbphnbtbetilifomsysa.supabase.co/storage/v1/object/public/crm-images/crm/9fac96f57af4e62811818694fa1290bf1f33e23a002696743bd7a5d1cea3948e.webp,2,yes,2,GẠCH 30X60\Bộ Mars  400x800mm & 300x600 (16 mẫu)\300x600\MF36Y02C_300x600.jpg || GẠCH 30X60\Bộ Mars  400x800mm & 300x600 (16 mẫu)\300x600\Ghep Dai _ Vuong\MF36Y02C-F.jpg,
514,MF36Y02F,Gạch 300X600 Giả Thẻ Xám Nhạt Vuông Hiệu Ứng,Innomat,https://sbphnbtbetilifomsysa.supabase.co/storage/v1/object/public/crm-images/crm/9f32e71a5bb1c9a0bd49e2a7292a2bf5d93aebd803824e2a204e1f7db0b6b9d1.webp,1,yes,1,GẠCH 30X60\Bộ Mars  400x800mm & 300x600 (16 mẫu)\300x600\MF36Y02F_300x600.jpg,
515,MF36Y03C,Gạch 300X600 Giả Thẻ Vàng Hiệu Ứng,Innomat,https://sbphnbtbetilifomsysa.supabase.co/storage/v1/object/public/crm-images/crm/090bb0bae57a0d83de43b3cfebc92b5d83da3a9251b90640fe240cca597ffcb1.webp,2,yes,2,GẠCH 30X60\Bộ Mars  400x800mm & 300x600 (16 mẫu)\300x600\MF36Y03C_300x600.jpg || GẠCH 30X60\Bộ Mars  400x800mm & 300x600 (16 mẫu)\300x600\Ghep Dai _ Vuong\MF36Y03C-F.jpg,
516,MF36Y03F,Gạch 300X600 Giả Thẻ Vàng Vuông Hiệu Ứng,Innomat,https://sbphnbtbetilifomsysa.supabase.co/storage/v1/object/public/crm-images/crm/75a650cac589eb59acb45b19f2cf0697be37c389e0287ecb58ec6f63cbdb9385.webp,1,yes,1,GẠCH 30X60\Bộ Mars  400x800mm & 300x600 (16 mẫu)\300x600\MF36Y03F_300x600.jpg,
517,MF36Y04C,Gạch 300X600 Giả Thẻ Đỏ Hiệu Ứng,Innomat,https://sbphnbtbetilifomsysa.supabase.co/storage/v1/object/public/crm-images/crm/d19109f9ee4d827ce124aa157521b28e5b6c53059ce561e505d76c8145fbac61.webp,2,yes,2,GẠCH 30X60\Bộ Mars  400x800mm & 300x600 (16 mẫu)\300x600\MF36Y04C_300x600.jpg || GẠCH 30X60\Bộ Mars  400x800mm & 300x600 (16 mẫu)\300x600\Ghep Dai _ Vuong\MF36Y04C-F.jpg,
518,MF36Y04F,Gạch 300X600 Giả Thẻ Đỏ Vuông Hiệu Ứng,Innomat,https://sbphnbtbetilifomsysa.supabase.co/storage/v1/object/public/crm-images/crm/25746d138d352e70b9ec19c758986454b88629bf91ea36c0b799317778f79ef9.webp,1,yes,1,GẠCH 30X60\Bộ Mars  400x800mm & 300x600 (16 mẫu)\300x600\MF36Y04F_300x600.jpg,
519,MF36Y05C,Gạch 300X600 Giả Thẻ Nâu Hiệu Ứng,Innomat,https://sbphnbtbetilifomsysa.supabase.co/storage/v1/object/public/crm-images/crm/262c58f0484d28133a344f16dd8e09822269d0c15587de68f7fe9dd73ebaf21f.webp,2,yes,2,GẠCH 30X60\Bộ Mars  400x800mm & 300x600 (16 mẫu)\300x600\MF36Y05C_300x600.jpg || GẠCH 30X60\Bộ Mars  400x800mm & 300x600 (16 mẫu)\300x600\Ghep Dai _ Vuong\MF36Y05C-F.jpg,
520,MF36Y05F,Gạch 300X600 Giả Thẻ Nâu Vuông Hiệu Ứng,Innomat,https://sbphnbtbetilifomsysa.supabase.co/storage/v1/object/public/crm-images/crm/419e6256e2af835be43bef618eb5308331a385dc758149d6a025aab5ac268784.webp,1,yes,1,GẠCH 30X60\Bộ Mars  400x800mm & 300x600 (16 mẫu)\300x600\MF36Y05F_300x600.jpg,
521,MF36Y06C,Gạch 300X600 Giả Thẻ Xanh Lá Hiệu Ứng,Innomat,https://sbphnbtbetilifomsysa.supabase.co/storage/v1/object/public/crm-images/crm/b5ab92a38be78c933a248febb8bc9e54a15091b403b0ed9c69ac78f2740472ba.webp,2,yes,2,GẠCH 30X60\Bộ Mars  400x800mm & 300x600 (16 mẫu)\300x600\MF36Y06C_300x600.jpg || GẠCH 30X60\Bộ Mars  400x800mm & 300x600 (16 mẫu)\300x600\Ghep Dai _ Vuong\MF36Y06C-F.jpg,
522,MF36Y06F,Gạch 300X600 Giả Thẻ Xanh Lá Vuông Hiệu Ứng,Innomat,https://sbphnbtbetilifomsysa.supabase.co/storage/v1/object/public/crm-images/crm/f57d35c092959fede749a132594c1b4a232e92d5f2ef614c902763f614ba74de.webp,1,yes,1,GẠCH 30X60\Bộ Mars  400x800mm & 300x600 (16 mẫu)\300x600\MF36Y06F_300x600.jpg,
523,MF36Y07C,Gạch 300X600 Giả Thẻ Xám Hiệu Ứng,Innomat,https://sbphnbtbetilifomsysa.supabase.co/storage/v1/object/public/crm-images/crm/774df33ab829feca80b86df551e1dcc810f231859208645b2c4f3f6d0157296e.webp,2,yes,2,GẠCH 30X60\Bộ Mars  400x800mm & 300x600 (16 mẫu)\300x600\MF36Y07C_400x800.jpg || GẠCH 30X60\Bộ Mars  400x800mm & 300x600 (16 mẫu)\300x600\Ghep Dai _ Vuong\MF36Y07C-F.jpg,
524,MF36Y07F,Gạch 300X600 Giả Thẻ Xám Vuông Hiệu Ứng,Innomat,https://sbphnbtbetilifomsysa.supabase.co/storage/v1/object/public/crm-images/crm/6de6cddafe235ef1bf12cfcf797b16bce5b5ac48930ad174e792d2d5d4186d1e.webp,1,yes,1,GẠCH 30X60\Bộ Mars  400x800mm & 300x600 (16 mẫu)\300x600\MF36Y07F_300x600.jpg,
541,N12X02,Gạch 300X600 Giả Thẻ Xám Nhạt Mix,Innomat,https://sbphnbtbetilifomsysa.supabase.co/storage/v1/object/public/crm-images/crm/8d244ce07012415e01099ca5e688d73b6fff6b82dce277176fa8c7345bf04aa9.webp,3,no,0,,
540,N12X06,Gạch 300X600 Giả Thẻ Xanh Táo Mix,Innomat,https://sbphnbtbetilifomsysa.supabase.co/storage/v1/object/public/crm-images/crm/bc7c68404bf9210915f63a0e35684b6c9a7bcd7b05426a21dc64b18220f85fdc.webp,3,no,0,,
535,N12X09,Gạch 300X600 Giả Thẻ Cam Nhạt Mix,Innomat,https://sbphnbtbetilifomsysa.supabase.co/storage/v1/object/public/crm-images/crm/2065cdbaf81c2a812ffa263a9496bde5a11164c3d00e292848f41b7784e8bf96.webp,3,no,0,,
536,N12X09A,Gạch 300X600 Giả Thẻ Cam Mix,Innomat,https://sbphnbtbetilifomsysa.supabase.co/storage/v1/object/public/crm-images/crm/878b286f7f41ae1d9d906518091e152515312c09a8219a8816d7f3b587d89af4.webp,3,yes,1,GẠCH 30X60\BỘ CERAMIC 300X600 (12 MÀU)\N12X09A.jpg,
537,N12X10B,Gạch 300X600 Giả Thẻ Cam Đất Mix,Innomat,https://sbphnbtbetilifomsysa.supabase.co/storage/v1/object/public/crm-images/crm/cebd63ca166773ea2486bd546c78df0995d74321d1ec1e89aee0b2fdeede41b2.webp,2,no,0,,
539,N12X16,Gạch 300X600 Giả Thẻ Hồng Nhạt Mix,Innomat,https://sbphnbtbetilifomsysa.supabase.co/storage/v1/object/public/crm-images/crm/91679c398740683ac28ecbec7748363301ef4d6960f88f8f1d230fa061a740ed.webp,3,no,0,,
545,N9300-7H,Gạch 300X600 Lông Vũ Trắng,Innomat,https://sbphnbtbetilifomsysa.supabase.co/storage/v1/object/public/crm-images/crm/8656af6cef32d421ab20ebb2e8f83cdec11813ff402c4cbbbb630da412bbb4e6.webp,5,yes,4,GẠCH 30X60\Innomat chụp 2024\N9300-7H khác.JPG || GẠCH 30X60\Innomat chụp 2024\N9300-7H nghiêng.JPG || GẠCH 30X60\Innomat chụp 2024\N9300-7H.JPG || GẠCH 30X60\BỘ CERAMIC 300X600 LÔNG VŨ (4 màu)\N9300-7H.jpg,
543,N9306-0H,Gạch 300X600 Xanh Mint Họa Tiết Lông Vũ,Innomat,https://sbphnbtbetilifomsysa.supabase.co/storage/v1/object/public/crm-images/crm/657dcd4c35d783d52d70be016044841684866451f1d0dbf7a8e186716adfe6d2.webp,2,yes,1,GẠCH 30X60\BỘ CERAMIC 300X600 LÔNG VŨ (4 màu)\N9306-0H.jpg,
